Model,Precision,Recall,F1 Score,ROC AUC,PR AUC
isolation_forest,0.10784313725490197,0.19012345679012346,0.13762287756925826,0.759484490585545,0.06885273437720066
one_class_svm,0.0019474196689386564,0.0024691358024691358,0.002177463255307567,0.4613457858622524,0.010311834996724492
